id,name,sex,class,date,japanese,math,english,science,social,total,average,animal,tea
S0774,山本 七夏,女,3-D,2024-04,70,49,60,55,47,281,56.2,猫派,抹茶
S0775,近藤 七夏,女,1-D,2024-04,77,66,54,74,97,368,73.6,猫派,抹茶
S0776,藤田 香織,女,1-C,2024-04,81,85,84,75,79,404,80.8,猫派,玉露
S0777,鈴木 美加子,女,2-A,2024-04,89,87,71,85,61,393,78.6,犬派,抹茶
S0778,渡辺 零,男,3-B,2024-04,85,69,98,64,87,403,80.6,猫派,玉露
S0779,青木 翼,男,2-D,2024-04,65,77,61,49,67,319,63.8,猫派,抹茶
S0780,長谷川 春香,女,1-B,2024-04,67,61,61,50,55,294,58.8,猫派,抹茶
S0781,藤田 あすか,女,1-D,2024-04,43,50,56,50,52,251,50.2,猫派,抹茶
S0782,佐藤 篤司,男,2-C,2024-04,75,67,86,83,83,394,78.8,猫派,抹茶
S0783,鈴木 明美,女,2-D,2024-04,83,79,100,66,73,401,80.2,猫派,玉露
S0784,中川 裕美子,女,1-C,2024-04,85,92,86,98,74,435,87,犬派,玉露
S0785,松田 浩,男,1-D,2024-04,100,78,96,89,84,447,89.4,猫派,玉露
S0786,斉藤 淳,男,3-A,2024-04,31,48,49,39,49,216,43.2,犬派,煎茶
S0787,佐々木 康弘,男,1-A,2024-04,85,76,88,89,90,428,85.6,猫派,玉露
S0788,鈴木 篤司,男,2-B,2024-04,69,77,63,90,80,379,75.8,犬派,抹茶
S0789,太田 京助,男,1-B,2024-04,61,90,64,84,77,376,75.2,犬派,抹茶
S0790,鈴木 英樹,男,1-D,2024-04,64,60,80,67,54,325,65,猫派,抹茶
S0791,長谷川 桃子,女,1-D,2024-04,65,73,58,58,64,318,63.6,犬派,抹茶
S0792,太田 直子,女,1-A,2024-04,69,88,78,79,100,414,82.8,犬派,玉露
S0793,岡本 知実,女,1-A,2024-04,74,74,55,48,75,326,65.2,猫派,抹茶
S0794,山下 加奈,女,3-C,2024-04,37,64,43,46,73,263,52.6,犬派,抹茶
S0795,小林 稔,男,3-D,2024-04,32,40,42,36,33,183,36.6,犬派,煎茶
S0796,井上 洋介,男,1-A,2024-04,95,98,91,95,100,479,95.8,犬派,玉露
S0797,伊藤 拓真,男,1-B,2024-04,57,62,70,74,55,318,63.6,犬派,抹茶
S0798,斎藤 里佳,女,2-C,2024-04,60,100,79,84,91,414,82.8,犬派,玉露
S0799,加藤 くみ子,女,1-C,2024-04,69,83,63,56,85,356,71.2,猫派,抹茶
S0800,三浦 真綾,女,2-B,2024-04,97,86,64,84,68,399,79.8,犬派,抹茶
S0801,山田 裕太,男,2-A,2024-04,69,53,61,92,72,347,69.4,犬派,抹茶
S0802,渡辺 京助,男,1-D,2024-04,85,63,66,77,63,354,70.8,猫派,抹茶
S0803,中村 幹,女,2-D,2024-04,36,49,49,60,52,246,49.2,犬派,煎茶
S0804,伊藤 和也,男,3-A,2024-04,91,100,100,100,100,491,98.2,犬派,玉露
S0805,森 直人,男,1-D,2024-04,36,34,25,41,53,189,37.8,猫派,煎茶
S0806,西村 千代,女,3-C,2024-04,24,17,30,26,23,120,24,猫派,煎茶
S0807,田中 治,男,3-A,2024-04,96,100,72,62,85,415,83,猫派,玉露
S0808,斎藤 太一,男,1-D,2024-04,100,100,91,88,95,474,94.8,猫派,玉露
S0809,小林 明美,女,1-A,2024-04,71,74,75,70,67,357,71.4,犬派,抹茶
S0810,小川 桃子,女,3-A,2024-04,62,84,82,84,81,393,78.6,犬派,抹茶
S0811,加藤 淳,男,2-A,2024-04,70,87,81,77,69,384,76.8,犬派,抹茶
S0812,後藤 学,男,3-B,2024-04,84,74,81,88,87,414,82.8,猫派,玉露
S0813,石井 陽子,女,1-C,2024-04,78,87,89,84,71,409,81.8,犬派,玉露
S0814,小林 拓真,男,3-B,2024-04,48,73,56,75,52,304,60.8,犬派,抹茶
S0815,坂本 幹,女,3-C,2024-04,65,65,58,54,71,313,62.6,猫派,抹茶
S0816,高橋 さゆり,女,3-B,2024-04,100,81,82,78,97,438,87.6,猫派,玉露
S0817,青木 拓真,男,3-C,2024-04,73,73,91,86,89,412,82.4,猫派,玉露
S0818,近藤 修平,男,1-D,2024-04,37,48,63,77,52,277,55.4,犬派,抹茶
S0819,岡本 学,男,1-C,2024-04,100,90,100,100,79,469,93.8,犬派,玉露
S0820,山本 美加子,女,2-A,2024-04,91,83,79,77,77,407,81.4,猫派,玉露
S0821,西村 あすか,女,2-D,2024-04,45,48,53,46,43,235,47,猫派,煎茶
S0822,吉田 治,男,2-D,2024-04,85,76,86,76,82,405,81,猫派,玉露
S0823,吉田 幹,女,1-D,2024-04,78,72,83,70,81,384,76.8,猫派,抹茶
S0824,中村 陽一,男,3-C,2024-04,41,71,63,77,67,319,63.8,犬派,抹茶
S0825,井上 和也,男,3-A,2024-04,92,79,81,65,93,410,82,猫派,玉露
S0826,山口 涼平,男,2-B,2024-04,57,75,46,63,76,317,63.4,犬派,抹茶
S0827,阿部 幹,女,3-B,2024-04,56,59,43,70,62,290,58,犬派,抹茶
S0828,松本 花子,女,2-C,2024-04,63,66,72,65,52,318,63.6,犬派,抹茶
S0829,斉藤 聡太郎,男,1-A,2024-04,83,80,89,78,89,419,83.8,猫派,玉露
S0830,高橋 明美,女,2-C,2024-04,96,83,89,100,76,444,88.8,犬派,玉露
S0831,山田 くみ子,女,1-B,2024-04,60,55,72,67,57,311,62.2,猫派,抹茶
S0832,小林 晃,男,1-D,2024-04,77,70,71,83,88,389,77.8,猫派,抹茶
S0833,森 明美,女,3-D,2024-04,68,78,50,66,71,333,66.6,犬派,抹茶
S0834,松田 拓真,男,1-A,2024-04,80,90,72,66,78,386,77.2,犬派,抹茶
S0835,山田 明美,女,3-A,2024-04,57,82,78,86,80,383,76.6,犬派,抹茶
S0836,山口 さゆり,女,2-A,2024-04,60,76,85,60,54,335,67,犬派,抹茶
S0837,中村 さゆり,女,2-D,2024-04,70,82,58,64,48,322,64.4,犬派,抹茶
S0838,斎藤 裕樹,男,3-B,2024-04,93,85,77,78,94,427,85.4,猫派,玉露
S0839,遠藤 京助,男,3-D,2024-04,54,73,49,43,57,276,55.2,犬派,抹茶
S0840,吉田 和也,男,1-C,2024-04,68,65,49,42,47,271,54.2,猫派,抹茶
S0841,山田 美加子,女,2-D,2024-04,69,75,55,75,71,345,69,犬派,抹茶
S0842,高橋 稔,男,1-B,2024-04,51,63,51,72,51,288,57.6,犬派,抹茶
S0843,坂本 明美,女,2-D,2024-04,77,72,77,89,66,381,76.2,犬派,抹茶
S0844,伊藤 舞,女,2-A,2024-04,56,63,56,46,53,274,54.8,猫派,抹茶
S0845,渡辺 真綾,女,2-B,2024-04,97,96,91,94,90,468,93.6,犬派,玉露
S0846,伊藤 加奈,女,3-B,2024-04,78,66,80,53,82,359,71.8,猫派,抹茶
S0847,高橋 加奈,女,1-B,2024-04,47,36,48,54,63,248,49.6,猫派,煎茶
S0848,藤田 加奈,女,1-D,2024-04,56,48,42,54,44,244,48.8,犬派,煎茶
S0849,清水 舞,女,3-D,2024-04,70,74,90,95,80,409,81.8,犬派,玉露
S0850,木村 舞,女,2-C,2024-04,26,28,25,31,23,133,26.6,犬派,煎茶
S0851,小川 直子,女,3-B,2024-04,70,94,98,73,73,408,81.6,犬派,玉露
S0852,阿部 香織,女,2-B,2024-04,64,71,87,83,95,400,80,猫派,玉露
S0853,鈴木 結衣,女,2-B,2024-04,66,73,71,71,72,353,70.6,犬派,抹茶
S0854,山崎 舞,女,2-C,2024-04,58,41,48,54,33,234,46.8,犬派,煎茶
S0855,中村 春香,女,3-B,2024-04,61,88,68,77,86,380,76,犬派,抹茶
S0856,藤田 桃子,女,2-C,2024-04,100,83,100,100,100,483,96.6,猫派,玉露
S0857,木村 花子,女,2-A,2024-04,56,78,74,90,85,383,76.6,犬派,抹茶
S0858,鈴木 亮介,男,3-B,2024-04,58,50,30,46,55,239,47.8,犬派,煎茶
S0859,山本 学,男,3-D,2024-04,65,36,43,42,65,251,50.2,猫派,抹茶
S0860,松田 涼平,男,2-C,2024-04,51,67,69,69,59,315,63,犬派,抹茶
S0861,小林 篤司,男,2-D,2024-04,67,90,85,84,81,407,81.4,犬派,玉露
S0862,小林 直人,男,3-C,2024-04,65,84,78,90,85,402,80.4,犬派,玉露
S0863,橋本 充,男,2-B,2024-04,61,77,72,80,74,364,72.8,犬派,抹茶
S0864,中川 舞,女,2-A,2024-04,70,61,67,50,57,305,61,猫派,抹茶
S0865,高橋 千代,女,3-D,2024-04,67,92,89,77,100,425,85,猫派,玉露
S0866,佐藤 香織,女,3-D,2024-04,79,96,89,80,77,421,84.2,犬派,玉露
S0867,斎藤 裕太,男,2-A,2024-04,78,83,75,77,83,396,79.2,犬派,抹茶
S0868,渡辺 直樹,男,1-C,2024-04,49,75,68,89,100,381,76.2,犬派,抹茶
S0869,斎藤 聡太郎,男,3-A,2024-04,47,65,62,84,81,339,67.8,犬派,抹茶
S0870,坂本 桃子,女,2-D,2024-04,77,89,85,85,67,403,80.6,犬派,玉露
S0871,佐藤 直樹,男,1-A,2024-04,87,84,79,77,89,416,83.2,猫派,玉露
S0872,山口 千代,女,1-B,2024-04,51,33,23,61,35,203,40.6,犬派,煎茶
S0873,佐々木 花子,女,2-D,2024-04,70,77,43,49,50,289,57.8,犬派,抹茶
S0874,渡辺 里佳,女,3-B,2024-04,100,73,98,76,87,434,86.8,猫派,玉露
S0875,山田 知実,女,1-D,2024-04,49,49,47,54,40,239,47.8,犬派,煎茶
S0876,小林 和也,男,2-D,2024-04,61,70,56,61,64,312,62.4,犬派,抹茶
S0877,鈴木 健一,男,1-B,2024-04,72,74,75,100,87,408,81.6,犬派,玉露
S0878,田中 知実,女,2-C,2024-04,80,63,96,81,84,404,80.8,猫派,玉露
S0879,石川 桃子,女,1-D,2024-04,51,39,30,33,30,183,36.6,猫派,煎茶
S0880,福田 幹,女,2-A,2024-04,51,46,54,67,49,267,53.4,犬派,抹茶
S0881,坂本 春香,女,3-D,2024-04,33,48,35,51,40,207,41.4,犬派,煎茶
S0882,加藤 幹,女,1-C,2024-04,43,45,53,60,51,252,50.4,犬派,抹茶
S0883,渡辺 学,男,3-A,2024-04,83,74,61,77,80,375,75,犬派,抹茶
S0884,藤井 浩,男,2-A,2024-04,65,61,38,65,48,277,55.4,犬派,抹茶
S0885,森 修平,男,3-B,2024-04,69,57,77,49,41,293,58.6,猫派,抹茶
S0886,山本 学,男,3-B,2024-04,73,56,52,68,51,300,60,犬派,抹茶
S0887,青木 春香,女,3-D,2024-04,71,79,60,87,72,369,73.8,犬派,抹茶
S0888,池田 知実,女,1-D,2024-04,91,69,90,67,67,384,76.8,猫派,抹茶
S0889,鈴木 修平,男,1-D,2024-04,100,100,95,100,100,495,99,犬派,玉露
S0890,遠藤 千代,女,1-B,2024-04,62,60,71,59,58,310,62,猫派,抹茶
S0891,山口 千代,女,3-D,2024-04,74,85,71,70,80,380,76,犬派,抹茶
S0892,吉田 桃子,女,1-B,2024-04,51,51,55,75,44,276,55.2,犬派,抹茶
S0893,小林 亮介,男,2-A,2024-04,96,100,100,100,98,494,98.8,犬派,玉露
S0894,小林 洋介,男,3-B,2024-04,38,53,33,56,28,208,41.6,犬派,煎茶
S0895,渡辺 花子,女,2-B,2024-04,84,88,79,68,99,418,83.6,猫派,玉露
S0896,斎藤 香織,女,1-C,2024-04,86,96,86,92,97,457,91.4,犬派,玉露
S0897,後藤 加奈,女,3-C,2024-04,91,83,78,70,73,395,79,猫派,抹茶
S0898,佐藤 加奈,女,3-D,2024-04,67,93,79,73,71,383,76.6,犬派,抹茶
S0899,鈴木 陽一,男,2-C,2024-04,79,96,67,74,79,395,79,犬派,抹茶
S0900,加藤 あすか,女,3-B,2024-04,58,61,63,73,45,300,60,犬派,抹茶
S0901,木村 さゆり,女,3-A,2024-04,68,79,79,65,66,357,71.4,犬派,抹茶
S0902,小川 治,男,2-A,2024-04,77,75,84,84,72,392,78.4,犬派,抹茶
S0903,鈴木 直樹,男,2-A,2024-04,44,57,42,58,69,270,54,犬派,抹茶
S0904,藤原 京助,男,2-B,2024-04,59,84,79,57,66,345,69,犬派,抹茶
S0905,中村 真綾,女,2-B,2024-04,76,93,75,77,81,402,80.4,犬派,玉露
S0906,井上 春香,女,2-B,2024-04,97,93,72,82,96,440,88,猫派,玉露
S0907,吉田 里佳,女,3-B,2024-04,82,92,61,85,70,390,78,犬派,抹茶
S0908,高橋 晃,男,2-C,2024-04,83,100,85,77,88,433,86.6,犬派,玉露
S0909,高橋 裕太,男,1-C,2024-04,86,79,99,73,73,410,82,猫派,玉露
S0910,三浦 花子,女,3-A,2024-04,61,63,63,61,54,302,60.4,犬派,抹茶
S0911,山田 七夏,女,1-D,2024-04,53,68,70,56,47,294,58.8,犬派,抹茶
S0912,青木 淳,男,1-D,2024-04,89,78,74,78,84,403,80.6,猫派,玉露
S0913,高橋 春香,女,2-D,2024-04,48,47,58,54,60,267,53.4,猫派,抹茶
S0914,高橋 あすか,女,3-D,2024-04,76,61,69,74,73,353,70.6,猫派,抹茶
S0915,鈴木 知実,女,1-A,2024-04,83,92,80,68,81,404,80.8,猫派,玉露
S0916,後藤 修平,男,1-C,2024-04,45,74,70,81,61,331,66.2,犬派,抹茶
S0917,阿部 晃,男,2-B,2024-04,49,51,48,47,36,231,46.2,犬派,煎茶
S0918,斉藤 直子,女,1-D,2024-04,64,78,71,65,85,363,72.6,猫派,抹茶
S0919,斎藤 陽子,女,3-A,2024-04,71,64,82,66,67,350,70,猫派,抹茶
S0920,田中 晃,男,2-C,2024-04,69,79,76,68,84,376,75.2,猫派,抹茶
S0921,林 京助,男,3-D,2024-04,78,69,78,87,89,401,80.2,猫派,玉露
S0922,後藤 洋介,男,2-A,2024-04,79,85,78,76,84,402,80.4,犬派,玉露
S0923,山崎 拓真,男,2-A,2024-04,83,66,67,57,77,350,70,猫派,抹茶
S0924,長谷川 裕美子,女,2-C,2024-04,75,63,57,52,44,291,58.2,猫派,抹茶
S0925,小川 亮介,男,2-A,2024-04,43,42,39,53,54,231,46.2,犬派,煎茶
S0926,佐々木 稔,男,1-C,2024-04,82,45,63,60,57,307,61.4,猫派,抹茶
S0927,村上 さゆり,女,1-B,2024-04,59,57,55,46,43,260,52,猫派,抹茶
S0928,中村 直樹,男,1-A,2024-04,61,63,64,60,63,311,62.2,猫派,抹茶
S0929,小林 花子,女,3-C,2024-04,72,49,53,49,49,272,54.4,猫派,抹茶
S0930,藤田 智也,男,2-C,2024-04,69,65,67,63,74,338,67.6,猫派,抹茶
S0931,佐藤 香織,女,3-C,2024-04,92,100,100,100,100,492,98.4,犬派,玉露
S0932,山本 康弘,男,1-D,2024-04,72,68,65,72,60,337,67.4,犬派,抹茶
S0933,吉田 淳,男,2-B,2024-04,72,62,70,75,59,338,67.6,犬派,抹茶
S0934,田中 裕太,男,1-B,2024-04,70,64,63,81,75,353,70.6,犬派,抹茶
S0935,高橋 結衣,女,1-D,2024-04,100,90,100,94,100,484,96.8,猫派,玉露
S0936,田中 くみ子,女,1-C,2024-04,52,54,55,54,56,271,54.2,猫派,抹茶
S0937,渡辺 幹,女,2-D,2024-04,100,69,95,78,86,428,85.6,猫派,玉露
S0938,加藤 直樹,男,3-A,2024-04,50,25,48,47,47,217,43.4,猫派,煎茶
S0939,中村 香織,女,3-C,2024-04,64,62,56,65,58,305,61,犬派,抹茶
S0940,高橋 桃子,女,2-D,2024-04,76,80,83,73,65,377,75.4,犬派,抹茶
S0941,中島 知実,女,3-A,2024-04,86,77,77,73,81,394,78.8,猫派,抹茶
S0942,渡辺 康弘,男,3-D,2024-04,62,78,61,76,78,355,71,犬派,抹茶
S0943,鈴木 結衣,女,1-D,2024-04,66,78,76,73,79,372,74.4,犬派,抹茶
S0944,吉田 京助,男,2-B,2024-04,76,79,79,93,78,405,81,犬派,玉露
S0945,山崎 千代,女,2-C,2024-04,35,55,43,58,38,229,45.8,犬派,煎茶
S0946,中川 桃子,女,2-B,2024-04,48,66,68,65,51,298,59.6,犬派,抹茶
S0947,西村 桃子,女,2-A,2024-04,61,41,56,73,57,288,57.6,猫派,抹茶
S0948,山本 涼平,男,1-D,2024-04,41,41,69,64,54,269,53.8,猫派,抹茶
S0949,山田 浩,男,1-B,2024-04,76,53,75,74,63,341,68.2,猫派,抹茶
S0950,田中 くみ子,女,2-A,2024-04,82,74,96,86,93,431,86.2,猫派,玉露
S0951,鈴木 あすか,女,1-B,2024-04,90,95,100,100,90,475,95,犬派,玉露
S0952,吉田 桃子,女,1-C,2024-04,50,48,58,56,58,270,54,猫派,抹茶
S0953,阿部 直樹,男,3-C,2024-04,56,36,58,69,43,262,52.4,犬派,抹茶
S0954,藤井 香織,女,1-C,2024-04,71,85,78,81,77,392,78.4,犬派,抹茶
S0955,清水 淳,男,1-D,2024-04,93,82,90,86,91,442,88.4,猫派,玉露
S0956,太田 陽子,女,3-B,2024-04,56,65,64,74,59,318,63.6,犬派,抹茶
S0957,長谷川 七夏,女,3-A,2024-04,36,24,44,23,30,157,31.4,猫派,煎茶
S0958,山崎 英樹,男,1-B,2024-04,80,53,64,70,79,346,69.2,猫派,抹茶
S0959,鈴木 桃子,女,1-B,2024-04,92,90,69,85,90,426,85.2,犬派,玉露
S0960,橋本 翔太,男,3-D,2024-04,49,47,63,54,52,265,53,猫派,抹茶
S0961,加藤 洋介,男,1-C,2024-04,50,45,53,39,52,239,47.8,猫派,煎茶
S0962,青木 拓真,男,2-B,2024-04,50,50,51,61,64,276,55.2,犬派,抹茶
S0963,鈴木 里佳,女,1-B,2024-04,77,66,84,69,78,374,74.8,猫派,抹茶
S0964,山口 美加子,女,1-A,2024-04,71,65,71,67,75,349,69.8,猫派,抹茶
S0965,渡辺 涼平,男,2-C,2024-04,40,47,68,56,58,269,53.8,猫派,抹茶
S0966,山田 桃子,女,1-D,2024-04,54,43,45,50,58,250,50,猫派,抹茶
S0967,中川 洋介,男,3-B,2024-04,84,62,78,76,62,362,72.4,猫派,抹茶
S0968,西村 聡太郎,男,3-A,2024-04,67,75,71,64,79,356,71.2,猫派,抹茶
S0969,伊藤 裕太,男,2-C,2024-04,36,19,27,41,23,146,29.2,犬派,煎茶
S0970,清水 洋介,男,3-B,2024-04,72,35,65,46,43,261,52.2,猫派,抹茶
S0971,松本 桃子,女,3-D,2024-04,91,67,73,86,81,398,79.6,猫派,抹茶
S0972,小林 英樹,男,1-A,2024-04,91,100,88,88,89,456,91.2,犬派,玉露
S0973,中村 聡太郎,男,1-D,2024-04,76,70,75,77,72,370,74,猫派,抹茶
S0974,高橋 加奈,女,2-C,2024-04,67,72,85,91,58,373,74.6,犬派,抹茶
S0975,渡辺 亮介,男,1-C,2024-04,61,52,53,66,77,309,61.8,猫派,抹茶
S0976,福田 涼平,男,1-C,2024-04,37,44,47,42,57,227,45.4,猫派,煎茶
S0977,佐藤 洋介,男,3-C,2024-04,83,63,71,58,79,354,70.8,猫派,抹茶
S0978,鈴木 健一,男,3-B,2024-04,71,65,74,72,58,340,68,犬派,抹茶
S0979,松本 桃子,女,2-A,2024-04,55,62,74,58,66,315,63,猫派,抹茶
S0980,高橋 陽一,男,2-D,2024-04,65,51,45,44,34,239,47.8,猫派,煎茶
S0981,田中 晃,男,1-D,2024-04,76,47,47,50,45,265,53,猫派,抹茶
S0982,松本 翼,男,3-A,2024-04,81,64,56,73,69,343,68.6,猫派,抹茶
S0983,佐藤 桃子,女,2-B,2024-04,80,82,83,85,81,411,82.2,犬派,玉露
S0984,小林 あすか,女,3-D,2024-04,43,56,68,70,56,293,58.6,犬派,抹茶
S0985,山田 真綾,女,3-B,2024-04,89,76,72,100,85,422,84.4,犬派,玉露
S0986,中川 千代,女,1-A,2024-04,29,47,55,44,41,216,43.2,犬派,煎茶
S0987,中島 充,男,1-C,2024-04,74,47,55,73,66,315,63,猫派,抹茶
S0988,加藤 智也,男,1-A,2024-04,66,72,67,64,61,330,66,犬派,抹茶
S0989,佐藤 陽子,女,3-C,2024-04,81,84,83,86,79,413,82.6,犬派,玉露
S0990,小林 桃子,女,2-D,2024-04,54,48,51,59,46,258,51.6,犬派,抹茶
S0991,松田 拓真,男,3-B,2024-04,59,51,44,71,32,257,51.4,犬派,抹茶
S0992,高橋 美加子,女,1-C,2024-04,83,92,85,65,85,410,82,猫派,玉露
S0993,松本 翔太,男,3-B,2024-04,53,94,78,81,63,369,73.8,犬派,抹茶
S0994,小川 英樹,男,3-C,2024-04,91,82,80,71,78,402,80.4,猫派,玉露
S0995,田中 明美,女,3-A,2024-04,68,53,67,53,59,300,60,猫派,抹茶
S0996,佐々木 結衣,女,3-D,2024-04,72,85,84,76,90,407,81.4,猫派,玉露
S0997,山本 京助,男,1-B,2024-04,82,89,68,77,64,380,76,犬派,抹茶
S0998,松本 浩,男,2-A,2024-04,52,40,45,60,49,246,49.2,犬派,煎茶
S0999,伊藤 美加子,女,3-A,2024-04,83,99,85,91,84,442,88.4,犬派,玉露
S1000,後藤 舞,女,3-B,2024-04,86,81,76,76,80,399,79.8,猫派,抹茶
S0001,伊藤 浩,男,1-C,2024-05,52,74,78,50,53,307,61.4,犬派,抹茶
S0002,山下 学,男,1-B,2024-05,92,93,96,84,90,455,91,猫派,玉露
S0003,吉田 治,男,3-A,2024-05,65,76,86,70,75,372,74.4,猫派,抹茶
S0004,渡辺 花子,女,1-A,2024-05,70,79,66,86,79,380,76,犬派,抹茶
S0005,鈴木 裕太,男,1-B,2024-05,72,57,48,66,60,303,60.6,犬派,抹茶
S0006,田中 陽一,男,3-B,2024-05,38,46,21,44,45,194,38.8,犬派,煎茶
S0007,村上 さゆり,女,1-D,2024-05,54,52,40,61,60,267,53.4,犬派,抹茶
S0008,中村 明美,女,1-B,2024-05,63,72,63,46,70,314,62.8,猫派,抹茶
S0009,清水 桃子,女,2-C,2024-05,53,72,56,57,62,300,60,犬派,抹茶
S0010,三浦 修平,男,1-C,2024-05,68,76,77,80,80,381,76.2,犬派,抹茶
S0011,渡辺 稔,男,1-D,2024-05,97,100,100,100,100,497,99.4,犬派,玉露
S0012,藤井 充,男,2-C,2024-05,73,88,100,91,100,452,90.4,猫派,玉露
S0013,林 加奈,女,1-D,2024-05,36,42,51,45,42,216,43.2,犬派,煎茶
S0014,遠藤 亮介,男,2-A,2024-05,100,87,74,69,93,423,84.6,猫派,玉露
S0015,阿部 桃子,女,3-C,2024-05,80,79,71,86,96,412,82.4,犬派,玉露
S0016,村上 和也,男,3-A,2024-05,35,27,21,25,40,148,29.6,猫派,煎茶
S0017,森 京助,男,3-B,2024-05,90,76,58,73,62,359,71.8,犬派,抹茶
S0018,佐藤 千代,女,1-B,2024-05,57,53,57,48,59,274,54.8,猫派,抹茶
S0019,高橋 太郎,男,2-C,2024-05,74,67,61,65,63,330,66,猫派,抹茶
S0020,森 真綾,女,3-C,2024-05,96,93,91,100,100,480,96,犬派,玉露
S0021,近藤 治,男,2-C,2024-05,54,56,64,79,63,316,63.2,犬派,抹茶
S0022,斎藤 太郎,男,3-C,2024-05,43,76,66,69,70,324,64.8,犬派,抹茶
S0023,中川 零,男,3-B,2024-05,68,82,69,73,76,368,73.6,犬派,抹茶
S0024,中島 治,男,1-D,2024-05,78,79,87,87,91,422,84.4,猫派,玉露
S0025,中川 春香,女,2-B,2024-05,84,73,72,86,72,387,77.4,犬派,抹茶
S0026,中川 幹,女,1-B,2024-05,83,81,72,66,68,370,74,猫派,抹茶
S0027,鈴木 翔太,男,2-D,2024-05,82,77,95,84,77,415,83,猫派,玉露
S0028,田中 知実,女,1-B,2024-05,86,67,75,74,81,383,76.6,猫派,抹茶
S0029,山本 直子,女,1-D,2024-05,73,64,89,68,82,376,75.2,猫派,抹茶
S0030,坂本 千代,女,3-D,2024-05,69,84,98,51,77,379,75.8,猫派,抹茶
S0031,山崎 修平,男,2-B,2024-05,78,77,81,70,58,364,72.8,犬派,抹茶
S0032,山崎 稔,男,3-C,2024-05,85,81,79,93,99,437,87.4,猫派,玉露
S0033,斎藤 春香,女,3-D,2024-05,58,48,37,53,43,239,47.8,犬派,煎茶
S0034,山口 真綾,女,1-B,2024-05,38,36,39,33,42,188,37.6,猫派,煎茶
S0035,森 加奈,女,1-A,2024-05,63,65,61,56,56,301,60.2,犬派,抹茶
S0036,田中 聡太郎,男,1-B,2024-05,49,64,39,56,54,262,52.4,犬派,抹茶
S0037,井上 美加子,女,3-A,2024-05,64,79,82,59,68,352,70.4,猫派,抹茶
S0038,太田 香織,女,2-D,2024-05,73,70,74,57,52,326,65.2,猫派,抹茶
S0039,井上 加奈,女,3-A,2024-05,58,62,80,73,65,338,67.6,猫派,抹茶
S0040,山口 陽一,男,3-C,2024-05,65,61,47,40,78,291,58.2,猫派,抹茶
S0041,田中 千代,女,1-C,2024-05,56,66,53,45,37,257,51.4,犬派,抹茶
S0042,中島 結衣,女,1-D,2024-05,52,62,44,42,55,255,51,犬派,抹茶
S0043,山田 裕樹,男,3-C,2024-05,62,60,55,59,77,313,62.6,猫派,抹茶
S0044,鈴木 淳,男,3-A,2024-05,89,69,90,85,64,397,79.4,猫派,抹茶
S0045,鈴木 あすか,女,3-B,2024-05,72,62,79,83,79,375,75,猫派,抹茶
S0046,伊藤 充,男,2-B,2024-05,65,93,56,77,68,359,71.8,犬派,抹茶
S0047,渡辺 裕太,男,3-C,2024-05,56,43,51,56,41,247,49.4,犬派,煎茶
S0048,斉藤 あすか,女,1-A,2024-05,67,63,66,99,57,352,70.4,犬派,抹茶
S0049,山口 春香,女,2-B,2024-05,69,73,82,82,69,375,75,犬派,抹茶
S0050,高橋 翼,男,1-A,2024-05,55,55,46,54,45,255,51,犬派,抹茶
S0051,鈴木 涼平,男,3-D,2024-05,57,62,60,62,49,290,58,犬派,抹茶
S0052,中村 拓真,男,3-B,2024-05,90,92,80,91,99,452,90.4,犬派,玉露
S0053,佐藤 裕樹,男,3-D,2024-05,97,86,84,76,74,417,83.4,猫派,玉露
S0054,三浦 和也,男,2-D,2024-05,94,73,91,91,73,422,84.4,猫派,玉露
S0055,林 健一,男,3-B,2024-05,67,53,76,80,76,352,70.4,猫派,抹茶
S0056,鈴木 裕美子,女,2-C,2024-05,100,100,100,100,100,500,100,猫派,玉露
S0057,小林 知実,女,3-D,2024-05,78,69,59,70,78,354,70.8,猫派,抹茶
S0058,佐藤 裕樹,男,1-B,2024-05,66,61,67,53,65,312,62.4,猫派,抹茶
S0059,井上 太一,男,2-A,2024-05,45,58,75,45,61,284,56.8,猫派,抹茶
S0060,太田 拓真,男,3-B,2024-05,100,77,75,70,93,415,83,猫派,玉露
S0061,伊藤 零,男,1-A,2024-05,53,38,65,68,65,289,57.8,猫派,抹茶
S0062,伊藤 翔太,男,1-A,2024-05,51,29,46,47,49,222,44.4,猫派,煎茶
S0063,山田 花子,女,1-B,2024-05,77,58,83,78,68,364,72.8,猫派,抹茶
S0064,中村 七夏,女,3-D,2024-05,61,58,53,39,21,232,46.4,犬派,煎茶
S0065,橋本 智也,男,3-B,2024-05,85,77,92,89,83,426,85.2,猫派,玉露
S0066,佐藤 舞,女,1-D,2024-05,71,77,61,74,61,344,68.8,犬派,抹茶
S0067,伊藤 くみ子,女,1-A,2024-05,95,83,90,81,100,449,89.8,猫派,玉露
S0068,中村 学,男,3-D,2024-05,100,100,95,100,100,495,99,犬派,玉露
S0069,山崎 桃子,女,2-D,2024-05,70,79,76,62,48,335,67,犬派,抹茶
S0070,中川 春香,女,3-A,2024-05,46,57,58,61,75,297,59.4,猫派,抹茶
S0071,斎藤 康弘,男,1-D,2024-05,90,91,92,60,85,418,83.6,猫派,玉露
S0072,田中 真綾,女,1-B,2024-05,48,22,41,48,31,190,38,猫派,煎茶
